userName;score;content;at;
Meisin Ss;4;untuk penyimpanan aman saya suka tapi tolong ya kak livin nya jangan update trs krn hp saya udh penuh mau buka tdi utk transanksi eh mtk update trs prsaan bru kmren update enk klo hp yg ram nya besar klo yg ram nya kecil repot mau hapus² dlu pdhal mau transaksi biar cpt jdi ke pending mau hapus2 dulu😪;19/12/2025 14:09;
Dave Handoko;1;aplikasi bank yg suka kacau ya ini . parah.. hp katanya sistem tidak resmi tidak dapat digunakan, biometrik sering error, verifikasi wajah gagal terus... setelah di-update malah lebih sering trouble ... kacau dan parah sekali...;19/12/2025 13:40;
Dwi Retno;5;mandiri memang mantap;19/12/2025 13:29;
Anang Yefprizal;5;mantap;19/12/2025 13:17;
Ahmad Shovie;5;good;19/12/2025 12:58;
Hayatin Nufus;4;sekarang tiap transaksi di aplikasi ini potong 1000😕;19/12/2025 12:35;
Anggit Pratiwi;4;mantp;19/12/2025 12:22;
Imam Safii channel;3;"akhir"" ini Livin saya kok GK bisa di buka kenapa ya...";19/12/2025 12:01;
muhammad raka;1;"buka tabungan dari livin pertanggal 1 sampai sekarang belum dateng juga itu kartunya debit, saya sudah nelpon ke 14000 an. reza buka tanggal 5,katanya paling lama hari ini dateng sampai sekarang belum dateng juga. paling males sama BUMN kerjanya ga beres, ngomong doang besok dateng besok dateng, sampai ngabisin pulsa 12.000,hadeh pelayanannya sangat "" kurang...";19/12/2025 11:35;
Yoga pratama Hayat;1;konyol;19/12/2025 11:20;
Muhammad Ragheed Amrullah;1;Mau login aja sulit, gajelas.;19/12/2025 11:05;
Imanuel Rero;2;cuman gegara salah pass saat mau daftar karna udah ada kartu gabisa kudu regris dulu ke bank aduhhh;19/12/2025 10:56;
Djonie Bura;5;sangat membantu untuk transaksi;19/12/2025 10:55;
Nasrudin;5;ok mantaap;19/12/2025 10:42;
satu cell;5;Aplikasi by mandiri udah bagus mudah untuk di gunakan, topup e-walet kode isi otomatis, namun kalo saja bisa tolong topup e-walet di hapuskan biyaya adminnya.;19/12/2025 10:30;
Su Pomo;3;kenapa harus di upgrade trs²an aplikasinya, memory setiap orang kan berbeda² harusnya sekali upgrade yaudh untuk seterusnya & kalaupun mesti di upgrade gk perlu pakai memory yg lebih besar lagi. menggangu kenyamanan aja kalau seperti itu;19/12/2025 10:29;
Zahma Risanti;1;sering cek pengaturan waktu mulu, walau udah di rubah masih tetep aja kaya gitu, tolonglah benerin aplikasinya;19/12/2025 10:27;
Idrus Khalwani;5;agak ngadat livin;19/12/2025 09:57;
Sari Maulida;1;Saldo terpotong otomatis tanpa adanya pemberitahuan atau notif;19/12/2025 09:30;
Nur Azizah;5;sangat puas memakai aplikasi livin;19/12/2025 09:16;
Dede Saadah;2;tadi aku sudah daftar trus aplikasi nya ke hapus gimana cara masuk nya lagih udah ada uwang nya woy;19/12/2025 08:56;
Hanisa Oktaviani;4;kemarin ibu saya mentransfer kepada saya sebesar n. kemudian saya mengambil semuanya dan tersisa 60k. lalu saya mentransfernya dan tersisa 25k. hari ini ibu mentransfer lagi sebesar x, anehnya uang 25k yg tersisa di rekening kemarin menghilang dan hanya tersisa 1k. ditambah transfer ibu barusan jumlah keseluruhannya x1k. saya mencari apakah ada admin atau trasaksi lain yang saya tidak tahu karena biasanya sistem memotong secara otomatis, ternyata tidak ada bukti transaksi. jadi kemana hilangnya?;19/12/2025 08:54;
Mr Rebone;5;gooood;19/12/2025 08:52;
BG nias Nias;5;baik;19/12/2025 08:43;
Nikolas Baru;1;untuk pembukaan rekening secara online muncul notifikasi sistem hp tidak mendukung kenapa yah ?;19/12/2025 08:39;
Dedy Prasetyo;1;siap update login nya susah, Uda kartu ATM nya gada,beda sama brimo dari email mana ga inget kodenya kuno kuno;19/12/2025 07:49;
Matt;5;GOOD TIME;19/12/2025 07:37;
Aris Supriadi;5;suara bening enak distel tidak ada iklan..j;19/12/2025 07:29;
Mila Maulana;2;D suruh Update truus....bosen dan munyak.....tolong dooonk jgn trus minta Updatee. kasiiian lah untuk penyimpann sdikit sprti Hp ku iniiii..... gk bisa Update gk bisa dbukaaa liviiin nyaa;19/12/2025 07:20;
Yudi Putra;1;udah 2 hari maintenance gak beres beres;19/12/2025 07:03;
Fire Wall;1;rpt 02 solusinya gmn min;19/12/2025 06:45;
Nabila carissaputri;5;licin saya ga bisa d buka.padahal sudah d update..;19/12/2025 06:33;
Acun Farel;5;kapan untuk pinjaman KSM mulai di buka LG untuk karyawan swasta di bank mandiri;19/12/2025 06:28;
Eja Andi94;3;bagus;19/12/2025 06:24;
Dahana Dahana;5;aplikasinya bagus;19/12/2025 06:05;
Ridho bruno;1;tiba tiba mengalami bug . TDK bisa masuk;19/12/2025 05:59;
Harry Mukty;1;Muyak, pembaruan terus;19/12/2025 05:56;
Halimi Bajuri;5;dg aplikasi ini memudahkan sy bertransaksi untuk apa saja. sya senang...;19/12/2025 05:38;
Machtiger_Panzer;2;"mengapa di saat ingin melakukan scan barcode terdapat tulisan ""Sumber Dana Tidak Dapat Digunakan""? padahal di akun Livin saya terdapat tabungan yg masih aktif";19/12/2025 05:37;
doni butaba;2;ini kenapa verif wajahnya GK bisa mulu;19/12/2025 05:10;
Jihan Fitriani;1;Aplikasi kok terus terusan minta update, bener bener merugikan penggunanya;19/12/2025 04:57;
Melsa Melsa;5;sangat mantap 👍;19/12/2025 04:56;
nur yant;2;lama ketika ke cs salatiga, kab semarang. kurang sat set penanganan nya;19/12/2025 04:55;
Siti Aisah;3;kadang pas mau dipake susah tiba tiba suruh update dan bener bener gabisa buka aplikasinya kalau belum update ini ganggu banget sih apalagi kalau lagi urgent;19/12/2025 04:54;
Cheppy Selfiana;3;capek banget harus update mulu ,mana paketan sasetan;19/12/2025 04:49;
Kios 57;4;mantap pokoknya pake Livin Mandiri,,👍👍👍;19/12/2025 04:43;
Renata Hutasoit;5;siborongborong ok;19/12/2025 04:32;
siti Aminah;5;jangan kebanyakan iklan ya min...;19/12/2025 04:14;
Gunandar23 Nandar;5;sangat membantu dan direkomendasikan;19/12/2025 04:10;
Wah Ruri;5;trimakasih admin aplikasi nya sangat membantu kami;19/12/2025 04:02;
Ina Marlina;1;aplikasi tolol, kemaren udah bisa masuk ke akun livin tiba tiba sekarang harus hubungi cs akunnya bermasalh;19/12/2025 03:53;
Titah Andre Saputra;5;mudah menggunkannya;19/12/2025 03:41;
baso bapadein;1;sangat mengganggu sekali;19/12/2025 03:18;
kurniAone TH;1;Semua transaksi E-walet kena admin.. bunga juga gak ada, mohon maaf tak pindah yg ada bunga dan transaksinya yg gratis aja..;19/12/2025 03:11;
Abdul Hapidz;5;normal;19/12/2025 02:52;
Ujang Endin;5;bagus dan membantu;19/12/2025 02:32;
Istajib Lana;2;livin busuk;19/12/2025 02:19;
iyan heriana;5;livin dari bank mandiri memang ok;19/12/2025 02:09;
Alimuddin Gunawan;5;ggood;19/12/2025 01:51;
Temi Damal;1;Ini aplikasi sistem perbankan yang pelayanan kurang baik. Sebab, sedikit kesalahan pengguna langsung disalahkan agar tiap hari mengubah Password pengguna. Pelayanan lainnya masih bagus. Semoga kedepannya baik-baik saja.;19/12/2025 01:48;
